id,created_at,shade_key,product_key,shade_name,shade_hex,shade_order,color_family,skin_tone,undertone
0828015c-a864-4fde-9be2-231392f922bf,2026-01-25 12:24:27.124663+00,sh_hgl_elf_halo_glow_02,hgl_elf_halo_glow,Rose Gold,#E3A8A1,2,Pink,All,Warm
0834be72-8ad0-4c61-8a79-f2915215c2cc,2026-01-25 12:24:27.124663+00,sh_gloss_fenty_glossbomb_06,gloss_fenty_glossbomb,Berry Glaze,#7A1E3A,6,Berry,All,Cool
08597cb0-fca4-422b-88ed-9d595b3e0821,2026-01-25 12:24:27.124663+00,sh_fnd_covergirl_clean_11,fnd_covergirl_clean,Ivory,#F3D7C4,11,Nude,Fair,Neutral
08a66bb6-8723-48f0-8e9d-6d69e388bd96,2026-01-25 12:24:27.124663+00,sh_esh_elf_bite_size_02,esh_elf_bite_size,Mauve Haze,#B56576,2,Pink,All,Cool
0900b4fa-10cc-400e-a07a-db65d80b58f9,2026-01-25 12:24:27.124663+00,sh_lip_wetnwild_megalast_04,lip_wetnwild_megalast,Peach Nude,#E6A57E,4,Nude,All,Warm
0928a978-e81d-4927-b36a-c5b213c9cd79,2026-01-25 12:24:27.124663+00,sh_gloss_colourpop_sojuicy_07,gloss_colourpop_sojuicy,Berry Glaze,#7A1E3A,7,Berry,All,Cool
0a682936-aa97-4bac-bed9-401172b13079,2026-01-25 12:24:27.124663+00,sh_fnd_loreal_infallible_freshwear_12,fnd_loreal_infallible_freshwear,Espresso,#4E2C23,12,Brown,Deep,Neutral
0bdac74d-a4e3-4b19-b497-af13ed4f9762,2026-01-25 12:24:27.124663+00,sh_fnd_nyx_cantstopwontstop_08,fnd_nyx_cantstopwontstop,Porcelain,#F7E7DA,8,Nude,Fair,Cool
0c3bdfb6-0e26-4b67-82f6-1303ad28cce4,2026-01-25 12:24:27.124663+00,sh_mas_benefit_theyre_real_01,mas_benefit_theyre_real,Black,#111111,1,Black,All,Neutral
0c66e4ce-7b4b-458f-8dd0-23ad90334644,2026-01-25 12:24:27.124663+00,sh_blu_milani_baked_blush_04,blu_milani_baked_blush,Peach,#F6C49E,4,Peach,All,Warm
0dea45e9-73d9-42e4-a409-9a4355e197b1,2026-01-25 12:24:27.124663+00,sh_eln_elf_h2o_proof_01,eln_elf_h2o_proof,Espresso,#3B2A22,1,Brown,All,Neutral
0e3617a0-71de-4baf-beff-ae30b82fe402,2026-01-25 12:24:27.124663+00,sh_lip_revlon_super_lustrous_04,lip_revlon_super_lustrous,Brown Nude,#8B5E3C,4,Brown,All,Warm
0eae370c-ecff-43e6-9026-cc2439626761,2026-01-25 12:24:27.124663+00,sh_lip_revlon_super_lustrous_02,lip_revlon_super_lustrous,Coral,#F07167,2,Coral,All,Warm
0ed91c45-498e-4538-8fba-e021f29a4da6,2026-01-25 12:24:27.124663+00,sh_eln_loreal_superstar_liquid_02,eln_loreal_superstar_liquid,Soft Black,#2B2B2B,2,Black,All,Neutral
0f1d3bcb-9d74-44d4-8d7d-adf1dcd191ff,2026-01-25 12:24:27.124663+00,sh_gloss_nyx_butter_gloss_08,gloss_nyx_butter_gloss,Berry Glaze,#7A1E3A,8,Berry,All,Cool
0fcd1431-90ec-4cde-b07f-c5805994d6ff,2026-01-25 12:24:27.124663+00,sh_gloss_fenty_glossbomb_05,gloss_fenty_glossbomb,Chocolate Glaze,#8B5E3C,5,Brown,All,Warm
104d5a99-6d7d-4360-8744-f17878d47af8,2026-01-25 12:24:27.124663+00,sh_esh_abh_soft_glam_04,esh_abh_soft_glam,Mauve Haze,#B56576,4,Pink,All,Cool
10a119d8-6bd1-4433-a373-f8ba55dea65a,2026-01-25 12:24:27.124663+00,sh_lip_maybelline_superstay_matte_ink_01,lip_maybelline_superstay_matte_ink,Brick Red,#9A1F2C,1,Red,All,Warm
130b337d-f74d-4d2a-b65b-75807a73c432,2026-01-25 12:24:27.124663+00,sh_eln_maybelline_hypereasy_04,eln_maybelline_hypereasy,Jet Black,#111111,4,Black,All,Neutral
13ed92b3-289f-41f4-8092-ff1a86eb1065,2026-01-25 12:24:27.124663+00,sh_blu_burtsbees_blush_01,blu_burtsbees_blush,Berry,#7A1E3A,1,Berry,All,Cool
142ef8fc-7ccb-42cf-81b1-7b6b9705dabc,2026-01-25 12:24:27.124663+00,sh_fnd_clinique_even_better_06,fnd_clinique_even_better,Espresso,#4E2C23,6,Brown,Deep,Neutral
145a32fe-c433-433a-979a-122a46d3a32c,2026-01-25 12:24:27.124663+00,sh_fnd_nyx_cantstopwontstop_10,fnd_nyx_cantstopwontstop,Ivory,#F3D7C4,10,Nude,Fair,Neutral
15cae1ea-5519-473e-841b-d10718921d0e,2026-01-25 12:24:27.124663+00,sh_fnd_elf_camo_cc_10,fnd_elf_camo_cc,Alabaster,#F7E6D8,10,Nude,Fair,Cool
161e7909-9bf3-453c-8491-42f3f2cb6615,2026-01-25 12:24:27.124663+00,sh_esh_covergirl_trunaked_roses_02,esh_covergirl_trunaked_roses,Soft Gold,#E6C98F,2,Gold,All,Warm
1651bf77-d4f8-4253-a93c-5af92ace0f6e,2026-01-25 12:24:27.124663+00,sh_gloss_nyx_butter_gloss_03,gloss_nyx_butter_gloss,Rose Glow,#F2B5C4,3,Pink,All,Cool
167d4ee8-c668-4592-ad22-981569e374c9,2026-01-25 12:24:27.124663+00,sh_lip_maybelline_superstay_matte_ink_08,lip_maybelline_superstay_matte_ink,Mauve,#8A3D5C,8,Pink,All,Cool
173ba1fe-6e73-432a-8036-dd4c384e703e,2026-01-25 12:24:27.124663+00,sh_lip_clinique_pop_02,lip_clinique_pop,Plum,#5A2A5A,2,Purple,All,Cool
17a3922d-557e-4caf-b6f9-cd1724fc4a5f,2026-01-25 12:24:27.124663+00,sh_blu_burtsbees_blush_02,blu_burtsbees_blush,Warm Tan,#D8A47F,2,Brown,All,Warm
1864d8da-59d2-4fff-b091-be840a220081,2026-01-25 12:24:27.124663+00,sh_fnd_nyx_cantstopwontstop_02,fnd_nyx_cantstopwontstop,Chestnut,#8D553C,2,Brown,Deep,Warm
192d8b27-ae39-4495-bc24-be71ed13b094,2026-01-25 12:24:27.124663+00,sh_fnd_clinique_even_better_05,fnd_clinique_even_better,Mocha,#5A3326,5,Brown,Deep,Neutral
1a2336ca-bd5c-4a42-bee6-edcde2a2f2c2,2026-01-25 12:24:27.124663+00,sh_lip_wetnwild_megalast_09,lip_wetnwild_megalast,Mauve,#8A3D5C,9,Pink,All,Cool
1c6ae123-ba8b-475c-93e8-49273438bb6e,2026-01-25 12:24:27.124663+00,sh_fnd_catrice_hd_liquid_05,fnd_catrice_hd_liquid,Natural Beige,#E3BFA7,5,Nude,Light,Neutral
1c91060d-9a51-49fe-9841-382ffd28d173,2026-01-25 12:24:27.124663+00,sh_fnd_revlon_colorstay_09,fnd_revlon_colorstay,Buff,#EECBB6,9,Nude,Light,Neutral
1d1019bc-e032-4d77-8782-88fe368d86e0,2026-01-25 12:24:27.124663+00,sh_gloss_elf_lip_lacquer_03,gloss_elf_lip_lacquer,Rose Glow,#F2B5C4,3,Pink,All,Cool
1db48424-7c26-4447-8e18-f576ddc3ebd0,2026-01-25 12:24:27.124663+00,sh_fnd_smashbox_studio_skin_11,fnd_smashbox_studio_skin,Vanilla,#EFCDB9,11,Nude,Fair,Neutral
1e7581ae-77ca-4134-ab3e-ee889995a52e,2026-01-25 12:24:27.124663+00,sh_esh_colourpop_going_coconuts_04,esh_colourpop_going_coconuts,Soft Taupe,#CBB9A6,4,Brown,All,Cool
1eb324ca-e942-4328-9700-4b100bd343f9,2026-01-25 12:24:27.124663+00,sh_mas_nyx_ontherise_03,mas_nyx_ontherise,Soft Black,#2B2B2B,3,Black,All,Neutral
1fd781e8-6f8e-4602-bacf-f2fb62005346,2026-01-25 12:24:27.124663+00,sh_hgl_milani_strobelight_04,hgl_milani_strobelight,Copper Glow,#B87333,4,Bronze,All,Warm
203ce841-e894-4394-a2e4-aab001b3c7e9,2026-01-25 12:24:27.124663+00,sh_gloss_milani_ludicrous_01,gloss_milani_ludicrous,Caramel Shine,#D9A17A,1,Brown,All,Warm
203f81c8-e7e2-4f5c-8a85-a04cf3f7b772,2026-01-25 12:24:27.124663+00,sh_fnd_nyx_cantstopwontstop_03,fnd_nyx_cantstopwontstop,Deep Tan,#8A533B,3,Brown,Deep,Warm
21105efb-5d76-4b8f-a6b0-3f24975401a8,2026-01-25 12:24:27.124663+00,sh_fnd_revlon_colorstay_05,fnd_revlon_colorstay,Porcelain,#F7E7DA,5,Nude,Fair,Cool
21381504-f05a-4fcb-84d2-3d09dfef5c44,2026-01-25 12:24:27.124663+00,sh_lip_clinique_pop_04,lip_clinique_pop,Classic Red,#C1121F,4,Red,All,Neutral
213ffd7c-9d36-43f1-8752-f490314cb021,2026-01-25 12:24:27.124663+00,sh_esh_milani_gilded_04,esh_milani_gilded,Vanilla Cream,#F2E6D8,4,Nude,All,Warm
2208086f-9629-4f34-a4f4-87ebd0f58ea0,2026-01-25 12:24:27.124663+00,sh_gloss_maybelline_lifter_08,gloss_maybelline_lifter,Chocolate Glaze,#8B5E3C,8,Brown,All,Warm
22f31f9b-7bc7-481f-9483-dc512d6aba11,2026-01-25 12:24:27.124663+00,sh_fnd_catrice_hd_liquid_07,fnd_catrice_hd_liquid,Sand,#CFA07F,7,Brown,Medium,Warm
22f9a28c-2281-4ba7-8e3f-78d51e6a437c,2026-01-25 12:24:27.124663+00,sh_blu_milani_baked_blush_03,blu_milani_baked_blush,Rosy Nude,#E3A8A1,3,Pink,All,Neutral
230c2759-4eda-4772-baff-ea24760c6112,2026-01-25 12:24:27.124663+00,sh_esh_maybelline_the_nudes_04,esh_maybelline_the_nudes,Champagne Glow,#E6D2AA,4,Gold,All,Warm
233f6f38-de5e-4042-9fd5-7dfca0fb3b3e,2026-01-25 12:24:27.124663+00,sh_lsh_kiss_ritzy_01,lsh_kiss_ritzy,Wispy,#000000,1,Black,All,Neutral
23a65624-f081-45e7-b864-0bd4ef4b435a,2026-01-25 12:24:27.124663+00,sh_hgl_wetnwild_megaglo_02,hgl_wetnwild_megaglo,Bronze,#C08C69,2,Bronze,All,Warm
23b5b21b-d89f-4585-b44a-a841bccc6b14,2026-01-25 12:24:27.124663+00,sh_lip_burtsbees_tinted_05,lip_burtsbees_tinted,Deep Wine,#4A0E23,5,Berry,All,Cool
257dfb43-ba9a-4394-bcaf-1cf063be4f3f,2026-01-25 12:24:27.124663+00,sh_blu_milani_baked_blush_02,blu_milani_baked_blush,Soft Pink,#F2A7B5,2,Pink,All,Cool
25c16090-eb75-45c8-bf7c-02cbf017ef64,2026-01-25 12:24:27.124663+00,sh_lsh_ardell_natural_110_01,lsh_ardell_natural_110,Wispy,#000000,1,Black,All,Neutral
26a8ef80-dc03-4e83-a713-61e48c80a908,2026-01-25 12:24:27.124663+00,sh_fnd_covergirl_clean_01,fnd_covergirl_clean,Honey,#B57B55,1,Brown,Medium,Warm
2703bc4f-d4e0-4911-8dd5-fba32040b40d,2026-01-25 12:24:27.124663+00,sh_esh_nyx_ultimate_02,esh_nyx_ultimate,Rose Dust,#C97C7A,2,Pink,All,Warm
2719f86e-2174-42a4-9a54-562349d2eb51,2026-01-25 12:24:27.124663+00,sh_fnd_maybelline_fitme_matte_02,fnd_maybelline_fitme_matte,Honey,#B57B55,2,Brown,Medium,Warm
272dd516-b46c-4fd7-96c8-454c702f8191,2026-01-25 12:24:27.124663+00,sh_esh_abh_soft_glam_06,esh_abh_soft_glam,Cocoa Brown,#8B5E3C,6,Brown,All,Neutral
273a33d2-63da-448c-8b88-09d786018fe8,2026-01-25 12:24:27.124663+00,sh_eln_revlon_colorstay_02,eln_revlon_colorstay,Navy,#1F2A5A,2,Blue,All,Cool
28230fa2-fe41-4035-acf2-d2db63f4f9bb,2026-01-25 12:24:27.124663+00,sh_fnd_smashbox_studio_skin_10,fnd_smashbox_studio_skin,Ivory,#F3D7C4,10,Nude,Fair,Neutral
290c9237-4533-42ff-9f05-0e2438890ae9,2026-01-25 12:24:27.124663+00,sh_lip_loreal_color_riche_07,lip_loreal_color_riche,Plum,#5A2A5A,7,Purple,All,Cool
29dbbda0-cfda-461c-8794-fcb35017f4da,2026-01-25 12:24:27.124663+00,sh_esh_catrice_the_coffret_06,esh_catrice_the_coffret,Deep Cocoa,#6D3F2F,6,Brown,All,Neutral
2b2e56df-3fa7-4109-ad57-545c71e1f05a,2026-01-25 12:24:27.124663+00,sh_fnd_elf_camo_cc_03,fnd_elf_camo_cc,Chestnut,#8D553C,3,Brown,Deep,Warm
2b56a92f-d6f7-408f-a7d8-9789ae8e7fab,2026-01-25 12:24:27.124663+00,sh_fnd_nyx_cantstopwontstop_12,fnd_nyx_cantstopwontstop,Buff,#EECBB6,12,Nude,Light,Neutral
2bc6a580-b680-4abe-91b3-9fb08a4a53f3,2026-01-25 12:24:27.124663+00,sh_esh_abh_soft_glam_03,esh_abh_soft_glam,Rose Dust,#C97C7A,3,Pink,All,Warm
2c029eea-e787-41cc-aa77-54f14b700290,2026-01-25 12:24:27.124663+00,sh_fnd_nyx_cantstopwontstop_05,fnd_nyx_cantstopwontstop,Mocha,#5A3326,5,Brown,Deep,Neutral
2c0ab132-e084-472f-bad7-1910d15ac5e2,2026-01-25 12:24:27.124663+00,sh_fnd_nyx_cantstopwontstop_01,fnd_nyx_cantstopwontstop,Caramel,#A36545,1,Brown,Tan,Warm
2c0b3010-70b2-4b41-9bac-bf48338e61c8,2026-01-25 12:24:27.124663+00,sh_esh_colourpop_going_coconuts_02,esh_colourpop_going_coconuts,Copper,#B87333,2,Bronze,All,Warm
2c275f52-da20-4cc1-bf76-ea0771fa38da,2026-01-25 12:24:27.124663+00,sh_fnd_covergirl_clean_10,fnd_covergirl_clean,Alabaster,#F7E6D8,10,Nude,Fair,Cool
2c977f05-cec1-4768-8f63-2e625ebe0d95,2026-01-25 12:24:27.124663+00,sh_eln_wetnwild_breakup_03,eln_wetnwild_breakup,Plum,#4A1F3A,3,Purple,All,Cool
2cb33e44-65a9-4a9e-b0a3-71b0c62a8ea5,2026-01-25 12:24:27.124663+00,sh_fnd_loreal_infallible_freshwear_11,fnd_loreal_infallible_freshwear,Mocha,#5A3326,11,Brown,Deep,Neutral
2cc07d0b-9b33-45b0-9f2a-ca97379ef434,2026-01-25 12:24:27.124663+00,sh_lip_mac_matte_04,lip_mac_matte,Deep Wine,#4A0E23,4,Berry,All,Cool
2d9fda94-a64f-4396-915e-588fe52e65e7,2026-03-15 12:31:59.942631+00,purple,esh_maybelline_the_nudes,purple,#a555af,7,Purple,All,Cool
2ed65bae-e0b7-4697-9799-34f049d559a1,2026-01-25 12:24:27.124663+00,sh_blu_benefit_dandelion_01,blu_benefit_dandelion,Rose,#C97C7A,1,Pink,All,Warm
30a67edb-bd13-41f7-93b2-805f3ea320fc,2026-01-25 12:24:27.124663+00,sh_gloss_maybelline_lifter_01,gloss_maybelline_lifter,Red Spark,#C1121F,1,Red,All,Warm
30c7886b-f691-4d01-8b82-2633e45a2f90,2026-01-25 12:24:27.124663+00,sh_blu_wetnwild_coloricon_04,blu_wetnwild_coloricon,Peach,#F6C49E,4,Peach,All,Warm
30e6716c-a48b-4c37-98d9-a89411dcf529,2026-01-25 12:24:27.124663+00,sh_lip_wetnwild_megalast_06,lip_wetnwild_megalast,Velvet Nude,#D19A8A,6,Nude,All,Warm
313135fd-7009-445c-bf63-03fe2823d195,2026-01-25 12:24:27.124663+00,sh_fnd_too_faced_born_this_way_11,fnd_too_faced_born_this_way,Porcelain,#F7E7DA,11,Nude,Fair,Cool
31996694-7cb2-4394-8ad3-1933996ae846,2026-01-25 12:24:27.124663+00,sh_blu_nyx_sweet_cheeks_04,blu_nyx_sweet_cheeks,Mauve,#B56576,4,Pink,All,Cool
3275900b-36fb-446b-96d9-473ec7f20d7b,2026-01-25 12:24:27.124663+00,sh_fnd_loreal_true_match_08,fnd_loreal_true_match,Ivory,#F3D7C4,8,Nude,Fair,Neutral
328eae82-7ea0-4798-806d-77b0fe2d73b8,2026-01-25 12:24:27.124663+00,sh_gloss_milani_ludicrous_07,gloss_milani_ludicrous,Rose Glow,#F2B5C4,7,Pink,All,Cool
32c9cb33-825a-480b-89f6-682b0f18a7fe,2026-01-25 12:24:27.124663+00,sh_esh_ud_naked_heat_03,esh_ud_naked_heat,Rosewood,#8A3D5C,3,Pink,All,Warm
3306a6c8-c7b8-44b8-906a-c5f40131d912,2026-01-25 12:24:27.124663+00,sh_lip_elf_cream_10,lip_elf_cream,Brown Nude,#8B5E3C,10,Brown,All,Warm
3317d68b-0001-4872-92db-cbef081c47ff,2026-01-25 12:24:27.124663+00,sh_esh_ud_naked_heat_04,esh_ud_naked_heat,Cocoa Brown,#8B5E3C,4,Brown,All,Neutral
332d82f7-bb01-4e57-9d48-42dd114c67d3,2026-01-25 12:24:27.124663+00,sh_gloss_colourpop_sojuicy_08,gloss_colourpop_sojuicy,Red Spark,#C1121F,8,Red,All,Warm
33a785ee-07a8-41a9-b4ff-215e4cbf3578,2026-01-25 12:24:27.124663+00,sh_fnd_clinique_even_better_10,fnd_clinique_even_better,Ivory,#F3D7C4,10,Nude,Fair,Neutral
33fb3fb8-e853-4616-9dae-3b007ceac6dc,2026-01-25 12:24:27.124663+00,sh_esh_too_faced_chocolate_02,esh_too_faced_chocolate,Soft Taupe,#CBB9A6,2,Brown,All,Cool
347a59d8-7de8-4bcb-bb8a-218deb9608f3,2026-01-25 12:24:27.124663+00,sh_fnd_catrice_hd_liquid_10,fnd_catrice_hd_liquid,Caramel,#A36545,10,Brown,Tan,Warm
34bc272f-17d4-42cd-b554-95e6c8e56789,2026-01-25 12:24:27.124663+00,sh_gloss_nyx_butter_gloss_01,gloss_nyx_butter_gloss,Plum Shine,#5A2A5A,1,Purple,All,Cool
34e60d4c-9c6b-4abc-b87d-36ebe799bafb,2026-01-25 12:24:27.124663+00,sh_lip_revlon_super_lustrous_09,lip_revlon_super_lustrous,Berry,#7A1E3A,9,Berry,All,Cool
34eaf9ba-22e7-4ef6-b7fe-8a45457b2bad,2026-01-25 12:24:27.124663+00,sh_lip_burtsbees_tinted_10,lip_burtsbees_tinted,Brown Nude,#8B5E3C,10,Brown,All,Warm
35131d63-3a2a-4423-8403-355b70951ca8,2026-01-25 12:24:27.124663+00,sh_blu_milani_baked_blush_05,blu_milani_baked_blush,Coral,#F07167,5,Coral,All,Warm
3538fe7d-1e9f-4b71-b632-5351f40c224b,2026-01-25 12:24:27.124663+00,sh_esh_too_faced_chocolate_05,esh_too_faced_chocolate,Mauve Haze,#B56576,5,Pink,All,Cool
3574508f-f35d-40fa-83eb-ea5ba6e10095,2026-03-09 06:14:53.215626+00,new_shade,maybelline_superstay_matte_linkk,New Shade,#bc3838,1,Red,All,Warm
35e6ed84-e6ad-437e-8370-b017f1206236,2026-01-25 12:24:27.124663+00,sh_esh_maybelline_the_nudes_02,esh_maybelline_the_nudes,Charcoal,#3A3A3A,2,Black,All,Cool
361f7601-4b10-497f-9666-b688b7fe0cda,2026-01-25 12:24:27.124663+00,sh_fnd_too_faced_born_this_way_08,fnd_too_faced_born_this_way,Mocha,#5A3326,8,Brown,Deep,Neutral
3637163f-c52e-436d-8302-f8f674c69337,2026-01-25 12:24:27.124663+00,sh_lip_clinique_pop_05,lip_clinique_pop,Brick Red,#9A1F2C,5,Red,All,Warm
36956963-ace6-4213-b25f-71e812184e77,2026-01-25 12:24:27.124663+00,sh_gloss_fenty_glossbomb_02,gloss_fenty_glossbomb,Peach Sheen,#F6C49E,2,Peach,All,Warm
36e90db1-9f3e-4897-b3c2-4bfb4526472d,2026-01-25 12:24:27.124663+00,sh_fnd_elf_camo_cc_04,fnd_elf_camo_cc,Deep Tan,#8A533B,4,Brown,Deep,Warm
3749175e-4c3e-4065-9543-b7ac026827b0,2026-01-25 12:24:27.124663+00,sh_fnd_clinique_even_better_12,fnd_clinique_even_better,Buff,#EECBB6,12,Nude,Light,Neutral
38b681c4-92d4-494d-a99e-4d9bec872c97,2026-01-25 12:24:27.124663+00,sh_fnd_too_faced_born_this_way_04,fnd_too_faced_born_this_way,Caramel,#A36545,4,Brown,Tan,Warm
38dddbfc-f6ac-411f-a5cd-64e233713119,2026-01-25 12:24:27.124663+00,sh_fnd_smashbox_studio_skin_01,fnd_smashbox_studio_skin,Caramel,#A36545,1,Brown,Tan,Warm
396de98a-9c8e-4be5-9d13-645fe2208ad4,2026-01-25 12:24:27.124663+00,sh_blu_wetnwild_coloricon_05,blu_wetnwild_coloricon,Coral,#F07167,5,Coral,All,Warm
39c8fd88-a2ec-46ae-89b8-0b44dfb90271,2026-01-25 12:24:27.124663+00,sh_gloss_revlon_super_lustrous_03,gloss_revlon_super_lustrous,Champagne,#E6D2AA,3,Gold,All,Warm
39e579a0-dc20-4ac3-a4d6-e4cecc63b246,2026-01-25 12:24:27.124663+00,sh_fnd_too_faced_born_this_way_03,fnd_too_faced_born_this_way,Honey,#B57B55,3,Brown,Medium,Warm
3addf635-98f8-4cc5-acb3-35d53f63c01d,2026-01-25 12:24:27.124663+00,sh_fnd_loreal_true_match_02,fnd_loreal_true_match,Cocoa,#6E3F2F,2,Brown,Deep,Neutral
3b215ba5-7cb9-4a59-93e2-ab1a7c17cfda,2026-01-25 12:24:27.124663+00,sh_fnd_smashbox_studio_skin_04,fnd_smashbox_studio_skin,Cocoa,#6E3F2F,4,Brown,Deep,Neutral
3b67df6f-20e8-4ed9-bcee-5a3df86e0ad6,2026-01-25 12:24:27.124663+00,sh_lip_clinique_pop_06,lip_clinique_pop,Coral,#F07167,6,Coral,All,Warm
3b78b867-3e37-4d84-9d4a-7d0598b669b3,2026-01-25 12:24:27.124663+00,sh_gloss_maybelline_lifter_02,gloss_maybelline_lifter,Plum Shine,#5A2A5A,2,Purple,All,Cool
3bc9e0b7-36b5-4de6-a5d0-7d520915287e,2026-01-25 12:24:27.124663+00,sh_hgl_elf_halo_glow_03,hgl_elf_halo_glow,Bronze,#C08C69,3,Bronze,All,Warm
3c239ab9-8b4d-4d9b-a869-398ea2b459d6,2026-01-25 12:24:27.124663+00,sh_fnd_catrice_hd_liquid_06,fnd_catrice_hd_liquid,Warm Nude,#DDB294,6,Nude,Light,Warm
3c453304-f2c3-4af6-9c54-dcfc6a28f9e8,2026-01-25 12:24:27.124663+00,sh_fnd_loreal_true_match_01,fnd_loreal_true_match,Deep Tan,#8A533B,1,Brown,Deep,Warm
3c4d7c4b-74ff-407d-b383-d7a3783816d6,2026-01-25 12:24:27.124663+00,sh_gloss_revlon_super_lustrous_04,gloss_revlon_super_lustrous,Caramel Shine,#D9A17A,4,Brown,All,Warm
3cb2c984-7b7f-49bf-a95c-f36b6f6f96d8,2026-01-25 12:24:27.124663+00,sh_mas_benefit_theyre_real_02,mas_benefit_theyre_real,Soft Black,#2B2B2B,2,Black,All,Neutral
3cb3d279-8786-4ff1-8d7f-8d5c21c243d4,2026-01-25 12:24:27.124663+00,sh_fnd_too_faced_born_this_way_12,fnd_too_faced_born_this_way,Alabaster,#F7E6D8,12,Nude,Fair,Cool
3dd07e69-74e6-426e-bb43-737f7e8ff6a9,2026-01-25 12:24:27.124663+00,sh_lip_milani_color_statement_02,lip_milani_color_statement,Coral,#F07167,2,Coral,All,Warm
3e4b25dc-5258-47b1-8886-6defd2245b5d,2026-01-25 12:24:27.124663+00,sh_gloss_fenty_glossbomb_08,gloss_fenty_glossbomb,Plum Shine,#5A2A5A,8,Purple,All,Cool
3e810b5f-3f62-4577-bb5b-60bd4164dacc,2026-01-25 12:24:27.124663+00,sh_fnd_covergirl_clean_12,fnd_covergirl_clean,Vanilla,#EFCDB9,12,Nude,Fair,Neutral
3f115232-2c01-40c3-8c8a-09d11ff459bd,2026-01-25 12:24:27.124663+00,sh_fnd_estee_double_wear_05,fnd_estee_double_wear,Nude Beige,#E4BFA6,5,Nude,Light,Neutral
3f6aea48-dbfd-4a45-96aa-fcb0ae21e218,2026-01-25 12:24:27.124663+00,sh_esh_elf_bite_size_01,esh_elf_bite_size,Rose Dust,#C97C7A,1,Pink,All,Warm
3f717f80-fe67-430b-9f61-fa0f89894900,2026-01-25 12:24:27.124663+00,sh_lip_maybelline_color_sensational_matte_02,lip_maybelline_color_sensational_matte,Brown Nude,#8B5E3C,2,Brown,All,Warm
4031422d-d4f0-4255-bfc7-17f364b727a2,2026-01-25 12:24:27.124663+00,sh_fnd_elf_camo_cc_08,fnd_elf_camo_cc,Ebony,#4B2A21,8,Brown,Deep,Neutral
41311c3d-d65d-42ec-8a46-ddb5b5437ccb,2026-01-25 12:24:27.124663+00,sh_lip_colourpop_lippie_stix_10,lip_colourpop_lippie_stix,Rose Nude,#C97C7A,10,Pink,All,Warm
41a32808-5dbd-46b8-8569-0212a974dc92,2026-01-25 12:24:27.124663+00,sh_blu_clinique_cheek_pop_04,blu_clinique_cheek_pop,Rose,#C97C7A,4,Pink,All,Warm
