id,created_at,product_key,name,brand,category,price,currency,image_url,is_skin_friendly,tags,finish,coverage,is_active,updated_at,description,skin_type,item_form
1b47a901-1bb8-424c-a84d-ad6f5273ff58,2026-01-25 12:20:45.448514+00,esh_nyx_ultimate,Ultimate Shadow Palette,NYX,eyeshadow,18.0,USD,https://images.openbeautyfacts.org/images/products/080/089/709/3242/front_fr.6.400.jpg,true,,matte,,true,2026-01-25 12:20:45.448514+00,"Ultimate Shadow Palette by NYX is a eyeshadow designed for smooth, blendable application. It offers a matte finish; skin-friendly formula. Ideal for subtle definition or dramatic glam, depending on how you layer it.",All,Powder
1cd024c4-b3b0-47e5-b222-a3833530736f,2026-01-25 12:20:45.448514+00,blu_wetnwild_coloricon,Color Icon Blush,Wet n Wild,blush,4.99,USD,https://images.openbeautyfacts.org/images/products/425/094/756/4226/front_de.6.400.jpg,true,cruelty_free,matte,,true,2026-01-25 12:20:45.448514+00,"Color Icon Blush by Wet n Wild is a blush designed for smooth, blendable application. It offers a matte finish; features cruelty_free; skin-friendly formula. Blend it softly for a natural flush or build it up for more impact.",All,Powder
1cfc0e02-ba21-444f-a697-a01432116811,2026-01-25 12:20:45.448514+00,gloss_colourpop_sojuicy,So Juicy Plumping Gloss,ColourPop,lip_gloss,9.0,USD,,true,,glossy,,true,2026-01-25 12:20:45.448514+00,"So Juicy Plumping Gloss by ColourPop is a lip gloss designed for smooth, blendable application. It offers a glossy finish; skin-friendly formula. Perfect for everyday looks or building up for a bolder statement.",All,Liquid
22f96071-8eab-46b5-a2f4-b4eb6ca5b18e,2026-01-25 12:20:45.448514+00,lsh_velour_natural,Effortless Natural Lashes,Velour,eyelashes,25.0,USD,https://images.openbeautyfacts.org/images/products/400/590/038/8476/front_it.3.400.jpg,false,,natural,,true,2026-01-25 12:20:45.448514+00,"Effortless Natural Lashes by Velour is a eyelashes designed for smooth, blendable application. It offers a natural finish. A versatile pick to elevate your everyday routine.",All,Lashes
239fa998-3be3-472b-9275-fd8dc8ca1298,2026-01-25 12:20:45.448514+00,lsh_duo_lash_adhesive,Clear Lash Adhesive,Duo,lash care,6.0,USD,https://images.openbeautyfacts.org/images/products/406/644/739/4757/front_fr.4.400.jpg,true,sensitive_friendly,clear,,true,2026-01-25 12:20:45.448514+00,"Clear Lash Adhesive by Duo is a eyelashes designed for smooth, blendable application. It offers a clear finish; features sensitive_friendly; skin-friendly formula. A versatile pick to elevate your everyday routine.",All,Liquid
2464e16a-c60b-4384-848d-6d79b9a06bfd,2026-01-25 12:20:45.448514+00,hgl_becca_shimmering,Shimmering Skin Perfector,Becca,highlighter,38.0,USD,https://images.openbeautyfacts.org/images/products/933/113/701/9216/front_de.4.400.jpg,false,,shimmer,,true,2026-01-25 12:20:45.448514+00,"Shimmering Skin Perfector by Becca is a highlighter designed for smooth, blendable application. It offers a shimmer finish. Blend it softly for a natural flush or build it up for more impact.",All,Powder
2700c11e-2246-4872-81a6-e68bf3eef1f8,2026-01-25 12:20:45.448514+00,blu_maybelline_fitme_blush,Fit Me Blush,Maybelline,blush,6.99,USD,https://images.openbeautyfacts.org/images/products/376/022/017/2198/front_fr.5.400.jpg,true,,matte,,true,2026-01-25 12:20:45.448514+00,"Fit Me Blush by Maybelline is a blush designed for smooth, blendable application. It offers a matte finish; skin-friendly formula. Blend it softly for a natural flush or build it up for more impact.",All,Powder
2a31db57-1ad4-45c2-b678-70282233ec0b,2026-01-25 12:20:45.448514+00,lip_mac_matte,Matte Lipstick,M·A·C,lipstick,21.0,USD,https://images.openbeautyfacts.org/images/products/480/031/011/6790/front_en.3.400.jpg,false,,matte,,true,2026-01-25 12:20:45.448514+00,"Matte Lipstick by M·A·C is a lipstick designed for smooth, blendable application. It offers a matte finish. Perfect for everyday looks or building up for a bolder statement.",All,Stick
2f8b558f-beb0-4153-9101-ebdb4b393fcc,2026-01-25 12:20:45.448514+00,esh_catrice_the_coffret,The Cozy Coffret Palette,Catrice,eyeshadow,9.99,USD,https://images.openbeautyfacts.org/images/products/081/548/502/0050/front_fr.3.400.jpg,true,,matte,,true,2026-01-25 12:20:45.448514+00,"The Cozy Coffret Palette by Catrice is a eyeshadow designed for smooth, blendable application. It offers a matte finish; skin-friendly formula. Ideal for subtle definition or dramatic glam, depending on how you layer it.",All,Powder
33750869-63d0-4ff6-9b81-3b313832a229,2026-01-25 12:20:45.448514+00,mas_covergirl_lashblast,LashBlast Volume Mascara,CoverGirl,mascara,11.99,USD,https://images.openbeautyfacts.org/images/products/314/589/191/2104/front_fr.6.400.jpg,true,,natural,,true,2026-01-25 12:20:45.448514+00,"LashBlast Volume Mascara by CoverGirl is a mascara designed for smooth, blendable application. It offers a natural finish; skin-friendly formula. Ideal for subtle definition or dramatic glam, depending on how you layer it.",All,Liquid
37e70d19-e8cf-44c3-b995-c04816f106c4,2026-01-25 12:20:45.448514+00,eln_maybelline_hypereasy,Hyper Easy Brush Tip Liner,Maybelline,eyeliner,10.99,USD,https://images.openbeautyfacts.org/images/products/004/155/457/8607/front_en.5.400.jpg,true,long_wear,matte,,true,2026-01-25 12:20:45.448514+00,"Hyper Easy Brush Tip Liner by Maybelline is a lip liner designed for smooth, blendable application. It offers a matte finish; features long_wear; skin-friendly formula. Perfect for everyday looks or building up for a bolder statement.",All,Liquid
38a3bd77-8dcd-468c-9acb-b65a0a517e4f,2026-01-25 12:20:45.448514+00,esh_ud_naked_heat,Naked Heat Palette,Urban Decay,eyeshadow,54.0,USD,https://images.openbeautyfacts.org/images/products/843/602/530/3376/front_en.5.400.jpg,false,,shimmer,,true,2026-01-25 12:20:45.448514+00,"Naked Heat Palette by Urban Decay is a eyeshadow designed for smooth, blendable application. It offers a shimmer finish. Ideal for subtle definition or dramatic glam, depending on how you layer it.",All,Powder
3ab31675-eaa7-467f-a990-e647b964c7ae,2026-01-25 12:20:45.448514+00,esh_colourpop_going_coconuts,Going Coconuts Palette,ColourPop,eyeshadow,14.0,USD,https://images.openbeautyfacts.org/images/products/405/972/922/4675/front_en.9.400.jpg,true,vegan,matte,,true,2026-01-25 12:20:45.448514+00,"Going Coconuts Palette by ColourPop is a eyeshadow designed for smooth, blendable application. It offers a matte finish; features vegan; skin-friendly formula. Ideal for subtle definition or dramatic glam, depending on how you layer it.",All,Powder
3f3fc1ab-ddb1-4380-a099-74e92bc767bb,2026-01-25 12:20:45.448514+00,lip_loreal_color_riche,Color Riche Lipstick,L'Oréal,lipstick,10.49,USD,https://images.openbeautyfacts.org/images/products/008/155/577/4806/front_en.9.400.jpg,true,,creamy,,true,2026-01-25 12:20:45.448514+00,"Color Riche Lipstick by L'Oréal is a lipstick designed for smooth, blendable application. It offers a creamy finish; skin-friendly formula. Perfect for everyday looks or building up for a bolder statement.",All,Stick
421a6d0f-1fae-4f08-bd73-c119fed0859d,2026-01-25 12:20:45.448514+00,blu_nyx_sweet_cheeks,Sweet Cheeks Blush,NYX,blush,8.0,USD,https://images.openbeautyfacts.org/images/products/935/113/400/0222/front_en.3.400.jpg,true,,matte,,true,2026-01-25 12:20:45.448514+00,"Sweet Cheeks Blush by NYX is a blush designed for smooth, blendable application. It offers a matte finish; skin-friendly formula. Blend it softly for a natural flush or build it up for more impact.",All,Powder
43c76e06-1b49-4e17-b43d-1e420b53f678,2026-01-25 12:20:45.448514+00,fnd_smashbox_studio_skin,Studio Skin 24 Hour Foundation,Smashbox,foundation,36.0,USD,,false,long_wear,natural,full,true,2026-01-25 12:20:45.448514+00,"Studio Skin 24 Hour Foundation by Smashbox is a foundation designed for comfortable all-day wear. It offers full coverage; a natural finish; features long_wear. Use it alone for a natural base or pair it with your routine for a polished finish.","Oily, Normal",Liquid
46a4b1b0-b9ee-40ed-936b-1610aa84b8ab,2026-01-25 12:20:45.448514+00,mas_loreal_telescopic,Telescopic Mascara,L'Oréal,mascara,13.99,USD,https://images.openbeautyfacts.org/images/products/000/000/959/7761/front_fr.3.400.jpg,true,,natural,,true,2026-01-25 12:20:45.448514+00,"Telescopic Mascara by L'Oréal is a mascara designed for smooth, blendable application. It offers a natural finish; skin-friendly formula. Ideal for subtle definition or dramatic glam, depending on how you layer it.",All,Liquid
4aa9c4ea-c6fd-4de2-9d14-0ef707cfa766,2026-01-25 12:20:45.448514+00,fnd_revlon_colorstay,ColorStay Foundation,Revlon,foundation,13.99,USD,https://images.openbeautyfacts.org/images/products/030/997/541/5018/front_en.13.400.jpg,true,long_wear,matte,medium,true,2026-01-25 12:20:45.448514+00,"ColorStay Foundation by Revlon is a foundation designed for comfortable all-day wear. It offers medium coverage; a matte finish; features long_wear; skin-friendly formula. Use it alone for a natural base or pair it with your routine for a polished finish.","Oily, Combination",Liquid
4aaa7d43-9eea-4a04-be67-b8becd5f777f,2026-01-25 12:20:45.448514+00,lip_colourpop_lippie_stix,Lippie Stix,ColourPop,lipstick,8.0,USD,,true,vegan,matte,,true,2026-01-25 12:20:45.448514+00,"Lippie Stix by ColourPop is a lipstick designed for smooth, blendable application. It offers a matte finish; features vegan; skin-friendly formula. Perfect for everyday looks or building up for a bolder statement.",All,Stick
4bd177a8-7b5c-47b9-97a2-b0067f877d03,2026-01-25 12:20:45.448514+00,blu_clinique_cheek_pop,Cheek Pop Blush,Clinique,blush,29.0,USD,https://images.openbeautyfacts.org/images/products/006/197/200/2362/front_en.3.400.jpg,true,allergy_tested,shimmer,,true,2026-01-25 12:20:45.448514+00,"Cheek Pop Blush by Clinique is a blush designed for smooth, blendable application. It offers a shimmer finish; features allergy_tested; skin-friendly formula. Blend it softly for a natural flush or build it up for more impact.",All,Powder
4dac6221-2cd4-4fc2-a24a-001b1fb3c0f4,2026-01-25 12:20:45.448514+00,esh_elf_bite_size,Bite-Size Eyeshadow Quad,e.l.f.,eyeshadow,3.0,USD,,true,fragrance_free,matte,,true,2026-01-25 12:20:45.448514+00,"Bite-Size Eyeshadow Quad by e.l.f. is a eyeshadow designed for smooth, blendable application. It offers a matte finish; features fragrance_free; skin-friendly formula. Ideal for subtle definition or dramatic glam, depending on how you layer it.",All,Powder
516934cc-f8e9-4400-b98c-9ff4025deb70,2026-01-25 12:20:45.448514+00,eln_nyx_epic_ink,Epic Ink Liner,NYX,eyeliner,9.0,USD,https://images.openbeautyfacts.org/images/products/080/089/708/5605/front_en.10.400.jpg,true,,matte,,true,2026-01-25 12:20:45.448514+00,"Epic Ink Liner by NYX is a lip liner designed for smooth, blendable application. It offers a matte finish; skin-friendly formula. Perfect for everyday looks or building up for a bolder statement.",All,Liquid
5313da51-5ca9-4660-bdcc-698d0c86a3ad,2026-01-25 12:20:45.448514+00,lsh_kiss_luxtensions,LuXtensions Lashes,Kiss,eyelashes,8.99,USD,,true,,natural,,true,2026-01-25 12:20:45.448514+00,"LuXtensions Lashes by Kiss is a eyelashes designed for smooth, blendable application. It offers a natural finish; skin-friendly formula. A versatile pick to elevate your everyday routine.",All,Lashes
53fd4607-71eb-478d-afa9-605651ed3ab4,2026-01-25 12:20:45.448514+00,mas_maybelline_skyhigh,Lash Sensational Sky High Mascara,Maybelline,mascara,12.99,USD,,true,,natural,,true,2026-01-25 12:20:45.448514+00,"Lash Sensational Sky High Mascara by Maybelline is a mascara designed for smooth, blendable application. It offers a natural finish; skin-friendly formula. Ideal for subtle definition or dramatic glam, depending on how you layer it.",All,Liquid
54038c13-b519-4ab7-94bb-5b7d78215912,2026-01-25 12:20:45.448514+00,mas_benefit_theyre_real,They’re Real Mascara,Benefit,mascara,28.0,USD,https://images.openbeautyfacts.org/images/products/883/000/002/5466/front_en.3.400.jpg,false,,natural,,true,2026-01-25 12:20:45.448514+00,"They’re Real Mascara by Benefit is a mascara designed for smooth, blendable application. It offers a natural finish. Ideal for subtle definition or dramatic glam, depending on how you layer it.",All,Liquid
5c869d38-33b2-45f7-aab6-18b2f353d3ac,2026-01-25 12:20:45.448514+00,mas_milani_highly_rated,Highly Rated Mascara,Milani,mascara,12.0,USD,https://images.openbeautyfacts.org/images/products/883/000/002/5466/front_en.3.400.jpg,true,,natural,,true,2026-01-25 12:20:45.448514+00,"Highly Rated Mascara by Milani is a mascara designed for smooth, blendable application. It offers a natural finish; skin-friendly formula. Ideal for subtle definition or dramatic glam, depending on how you layer it.",All,Liquid
5d4419cd-5a86-45e7-aa27-7d0dbc7980ed,2026-01-25 12:20:45.448514+00,lsh_ardell_natural_110,Natural 110 Lashes,Ardell,eyelashes,6.99,USD,https://images.openbeautyfacts.org/images/products/003/600/050/4071/front_en.3.400.jpg,true,,natural,,true,2026-01-25 12:20:45.448514+00,"Natural 110 Lashes by Ardell is a eyelashes designed for smooth, blendable application. It offers a natural finish; skin-friendly formula. A versatile pick to elevate your everyday routine.",All,Lashes
5ff79fce-873a-40b1-a9fa-b79e87be80c7,2026-01-25 12:20:45.448514+00,eln_stila_stay_all_day,Stay All Day Waterproof Liner,Stila,eyeliner,24.0,USD,,false,long_wear,matte,,true,2026-01-25 12:20:45.448514+00,"Stay All Day Waterproof Liner by Stila is a lip liner designed for smooth, blendable application. It offers a matte finish; features long_wear. Perfect for everyday looks or building up for a bolder statement.",All,Liquid
6287c8fb-b5dc-4431-aa3d-d450279e9818,2026-01-25 12:20:45.448514+00,lip_burtsbees_tinted,Hydrating Tinted Lip Balm,Burt's Bees,lipstick,6.99,USD,https://images.openbeautyfacts.org/images/products/085/122/800/5618/front_en.3.400.jpg,true,sensitive_friendly,satin,,true,2026-01-25 12:20:45.448514+00,"Hydrating Tinted Lip Balm by Burt's Bees is a foundation designed for comfortable all-day wear. It offers a satin finish; features sensitive_friendly; skin-friendly formula. Use it alone for a natural base or pair it with your routine for a polished finish.",All,Stick
64ff6c79-b301-41a7-a617-e5c40432248c,2026-01-25 12:20:45.448514+00,esh_milani_gilded,Gilded Mini Palette,Milani,eyeshadow,10.99,USD,https://images.openbeautyfacts.org/images/products/520/164/173/4940/front_en.3.400.jpg,true,,shimmer,,true,2026-01-25 12:20:45.448514+00,"Gilded Mini Palette by Milani is a eyeshadow designed for smooth, blendable application. It offers a shimmer finish; skin-friendly formula. Ideal for subtle definition or dramatic glam, depending on how you layer it.",All,Powder
6b098071-d189-4739-9dda-0fde67d199f7,2026-01-25 12:20:45.448514+00,lip_maybelline_color_sensational_matte,Color Sensational Creamy Matte Lipstick,Maybelline,lipstick,10.99,USD,https://images.openbeautyfacts.org/images/products/360/053/141/1152/front_xx.4.400.jpg,true,sensitive_friendly,matte,,true,2026-01-25 12:20:45.448514+00,"Color Sensational Creamy Matte Lipstick by Maybelline is a lipstick designed for smooth, blendable application. It offers a matte finish; features sensitive_friendly; skin-friendly formula. Perfect for everyday looks or building up for a bolder statement.",All,Stick
6c7e585a-5337-4420-bd7f-db98d777d07f,2026-01-25 12:20:45.448514+00,blu_benefit_dandelion,Dandelion Blush,Benefit,blush,32.0,USD,https://images.openbeautyfacts.org/images/products/501/838/903/1367/front_en.3.400.jpg,false,,matte,,true,2026-01-25 12:20:45.448514+00,"Dandelion Blush by Benefit is a blush designed for smooth, blendable application. It offers a matte finish. Blend it softly for a natural flush or build it up for more impact.",All,Powder
6e0360d0-fef9-4b2e-9e9d-6d347a57e39f,2026-01-25 12:20:45.448514+00,eln_loreal_superstar_liquid,Superstar Liquid Eyeliner,L'Oréal,eyeliner,9.99,USD,https://images.openbeautyfacts.org/images/products/007/124/928/9839/front_en.6.400.jpg,true,long_wear,matte,,true,2026-01-25 12:20:45.448514+00,"Superstar Liquid Eyeliner by L'Oréal is a lip liner designed for smooth, blendable application. It offers a matte finish; features long_wear; skin-friendly formula. Perfect for everyday looks or building up for a bolder statement.",All,Liquid
70dbe072-34df-4d16-81cd-f1938c7a8e1c,2026-01-25 12:20:45.448514+00,gloss_nyx_butter_gloss,Butter Gloss,NYX,lip_gloss,6.0,USD,https://images.openbeautyfacts.org/images/products/360/052/413/9599/front_fr.7.400.jpg,true,,glossy,,true,2026-01-25 12:20:45.448514+00,"Butter Gloss by NYX is a lip gloss designed for smooth, blendable application. It offers a glossy finish; skin-friendly formula. Perfect for everyday looks or building up for a bolder statement.",All,Liquid
70f2918a-4f34-4ec9-9da1-9bd46f16e114,2026-03-09 06:14:52.943726+00,maybelline_superstay_matte_linkk,SuperStay Matte Linkk,Maybelline,lipstick,7.0,USD,,false,,,,true,2026-03-09 06:14:52.943726+00,"SuperStay Matte Linkk by Maybelline is a lipstick designed for smooth, blendable application.",All,Liquid
71b1ff94-df42-4c16-95cd-dd424ba65736,2026-01-25 12:20:45.448514+00,gloss_elf_lip_lacquer,Lip Lacquer,e.l.f.,lip_gloss,3.0,USD,https://images.openbeautyfacts.org/images/products/802/527/202/8059/front_en.4.400.jpg,true,fragrance_free,glossy,,true,2026-01-25 12:20:45.448514+00,"Lip Lacquer by e.l.f. is a lip gloss designed for smooth, blendable application. It offers a glossy finish; features fragrance_free; skin-friendly formula. Perfect for everyday looks or building up for a bolder statement.",All,Liquid
7581f415-0ca1-4f53-a4fe-64a147e8cfd6,2026-01-25 12:20:45.448514+00,fnd_loreal_infallible_freshwear,Infallible 24H Fresh Wear Foundation,L'Oréal,foundation,16.99,USD,https://images.openbeautyfacts.org/images/products/360/052/395/1444/front_en.3.400.jpg,true,long_wear,natural,medium,true,2026-01-25 12:20:45.448514+00,"Infallible 24H Fresh Wear Foundation by L'Oréal is a foundation designed for comfortable all-day wear. It offers medium coverage; a natural finish; features long_wear; skin-friendly formula. Use it alone for a natural base or pair it with your routine for a polished finish.","Normal, Combination",Liquid
7eeff62a-df5e-4eaf-ba08-c304487aa6b0,2026-01-25 12:20:45.448514+00,blu_nars_powder_blush,Powder Blush,NARS,blush,30.0,USD,https://images.openbeautyfacts.org/images/products/000/004/224/6640/front_en.9.400.jpg,false,,matte,,true,2026-01-25 12:20:45.448514+00,"Powder Blush by NARS is a powder designed for comfortable all-day wear. It offers a matte finish. Use it alone for a natural base or pair it with your routine for a polished finish.",All,Powder
84206882-12c5-4633-9e09-d105c96451e9,2026-01-25 12:20:45.448514+00,gloss_fenty_glossbomb,Gloss Bomb Universal Lip Luminizer,Fenty Beauty,lip_gloss,21.0,USD,,false,,glossy,,true,2026-01-25 12:20:45.448514+00,"Gloss Bomb Universal Lip Luminizer by Fenty Beauty is a lip gloss designed for smooth, blendable application. It offers a glossy finish. Perfect for everyday looks or building up for a bolder statement.",All,Liquid
8c1cc854-dbfb-408b-b3b7-83c3e022d986,2026-01-25 12:20:45.448514+00,gloss_maybelline_lifter,Lifter Gloss,Maybelline,lip_gloss,9.99,USD,https://images.openbeautyfacts.org/images/products/000/002/066/8013/front_en.7.400.jpg,true,,glossy,,true,2026-01-25 12:20:45.448514+00,"Lifter Gloss by Maybelline is a lip gloss designed for smooth, blendable application. It offers a glossy finish; skin-friendly formula. Perfect for everyday looks or building up for a bolder statement.",All,Liquid
9507804b-2335-43d2-a44a-b51595683f54,2026-01-25 12:20:45.448514+00,lip_wetnwild_megalast,MegaLast Matte Lip Color,Wet n Wild,lipstick,3.99,USD,https://images.openbeautyfacts.org/images/products/400/754/750/4400/front_de.6.400.jpg,true,cruelty_free,matte,,true,2026-01-25 12:20:45.448514+00,"MegaLast Matte Lip Color by Wet n Wild is a lipstick designed for smooth, blendable application. It offers a matte finish; features cruelty_free; skin-friendly formula. Perfect for everyday looks or building up for a bolder statement.",All,Stick
97ed26a1-30bb-423a-bf8a-785741e985dc,2026-01-25 12:20:45.448514+00,fnd_elf_camo_cc,Camo CC Cream,e.l.f.,foundation,14.0,USD,https://images.openbeautyfacts.org/images/products/951/817/487/7218/front_fr.6.400.jpg,true,fragrance_free,satin,full,true,2026-01-25 12:20:45.448514+00,"Camo CC Cream by e.l.f. is a foundation designed for comfortable all-day wear. It offers full coverage; a satin finish; features fragrance_free; skin-friendly formula. Use it alone for a natural base or pair it with your routine for a polished finish.","Normal, Dry",Liquid
9919affb-b8be-4a50-93c1-1ff93c983ff4,2026-01-25 12:20:45.448514+00,lip_revlon_super_lustrous,Super Lustrous Lipstick,Revlon,lipstick,8.99,USD,https://images.openbeautyfacts.org/images/products/871/752/407/2445/front_en.3.400.jpg,true,,creamy,,true,2026-01-25 12:20:45.448514+00,"Super Lustrous Lipstick by Revlon is a lipstick designed for smooth, blendable application. It offers a creamy finish; skin-friendly formula. Perfect for everyday looks or building up for a bolder statement.",All,Stick
9b050d96-6256-44ae-85a9-34b0980bc686,2026-01-25 12:20:45.448514+00,lip_elf_cream,Cream Lipstick,e.l.f.,lipstick,4.0,USD,https://images.openbeautyfacts.org/images/products/008/155/577/4806/front_en.9.400.jpg,true,fragrance_free,creamy,,true,2026-01-25 12:20:45.448514+00,"Cream Lipstick by e.l.f. is a lipstick designed for smooth, blendable application. It offers a creamy finish; features fragrance_free; skin-friendly formula. Perfect for everyday looks or building up for a bolder statement.",All,Stick
9ec25508-a0b5-4c79-bcbd-67482d18087c,2026-01-25 12:20:45.448514+00,gloss_milani_ludicrous,Ludicrous Lip Gloss,Milani,lip_gloss,8.99,USD,https://images.openbeautyfacts.org/images/products/404/977/555/5229/front_en.3.400.jpg,true,,glossy,,true,2026-01-25 12:20:45.448514+00,"Ludicrous Lip Gloss by Milani is a lip gloss designed for smooth, blendable application. It offers a glossy finish; skin-friendly formula. Perfect for everyday looks or building up for a bolder statement.",All,Liquid
a4425124-fc44-4d83-a00c-b0ea90edf679,2026-01-25 12:20:45.448514+00,mas_essence_lash_princess,Lash Princess Mascara,Essence,mascara,5.0,USD,https://images.openbeautyfacts.org/images/products/405/972/932/7024/front_nl.5.400.jpg,true,,natural,,true,2026-01-25 12:20:45.448514+00,"Lash Princess Mascara by Essence is a mascara designed for smooth, blendable application. It offers a natural finish; skin-friendly formula. Ideal for subtle definition or dramatic glam, depending on how you layer it.",All,Liquid
a5bc199c-433b-489a-a614-3cbab842a7e4,2026-01-25 12:20:45.448514+00,lsh_kiss_ritzy,RITZY Strip Lashes,Kiss,eyelashes,7.99,USD,,true,,natural,,true,2026-01-25 12:20:45.448514+00,"RITZY Strip Lashes by Kiss is a eyelashes designed for smooth, blendable application. It offers a natural finish; skin-friendly formula. A versatile pick to elevate your everyday routine.",All,Lashes
a709a9ed-01a3-475b-8037-aaaf93f206da,2026-01-25 12:20:45.448514+00,eln_wetnwild_breakup,Breakup Proof Liquid Liner,Wet n Wild,eyeliner,5.99,USD,https://images.openbeautyfacts.org/images/products/404/977/558/7114/front_en.7.400.jpg,true,long_wear,matte,,true,2026-01-25 12:20:45.448514+00,"Breakup Proof Liquid Liner by Wet n Wild is a lip liner designed for smooth, blendable application. It offers a matte finish; features long_wear; skin-friendly formula. Perfect for everyday looks or building up for a bolder statement.",All,Liquid
ab9b9797-c6ff-46ad-b3c3-9284fc69d8c9,2026-03-11 07:57:00.038224+00,rosy_foundation,Foundation,Rosy,foundation,12.0,USD,,false,,,,true,2026-03-11 07:57:00.038224+00,"Foundation designed for everyday wear.",Normal,Liquid
